planet_name,orbital_period,planet_radius,planet_mass,star_temperature,star_radius,distance
Kepler-323 b,1.678328,1.381,3.9,6004,1.12,454.883
Kepler-323 c,3.5538229,1.57,6.8,6004,1.12,454.883
Kepler-324 b,4.385315,1.14,2414.4,5194,0.84,501.574
Kepler-324 c,51.805612,3.15,6.2,5194,0.84,501.574
Kepler-324 e,13.97939968,2.03862444,235.014,5191,0.826,501.574
Kepler-325 b,4.544439,2.91,8.8,5752,1.003,823.242
Kepler-325 c,12.762172,2.54,6.99,5752,1.003,823.242
Kepler-325 d,38.715185,2.79,8.2,5752,1.003,823.242
Kepler-326 b,2.248329,1.52,44.6,5105,0.801,487.675
Kepler-326 c,4.580358,1.4,17.4,5105,0.801,487.675
Kepler-326 d,6.766888,1.21,6.9,5105,0.801,487.675
Kepler-327 b,2.549575,1.11,1.41,3799,0.492,241.987
Kepler-327 c,5.212333,1.03,20.3,3799,0.492,241.987
Kepler-327 d,13.969457,1.73,3.64,3799,0.492,241.987
Kepler-328 b,34.921,2.3,28.5,6064,1.06,2213.19
Kepler-328 c,71.312,5.4,39.4,6064,1.06,2213.19
Kepler-329 b,7.416397,1.4,2.54,4257,0.523,439.719
Kepler-329 c,18.684737,1.93,4.38,4257,0.523,439.719
Kepler-33 b,5.66793,1.74,3.68,5904,1.82,1209.16
Kepler-33 c,13.17562,3.2,0.39,5904,1.82,1209.16
Kepler-33 d,21.77596,5.35,3.91,5904,1.82,1209.16
Kepler-33 e,31.7844,4.02,5.57,5904,1.82,1209.16
Kepler-33 f,41.02902,4.46,9.6,5904,1.82,1209.16
Kepler-330 b,8.25978,1.35,2.39,5117,0.722,717.527
Kepler-330 c,15.955387,1.95,4.46,5117,0.722,717.527
Kepler-331 b,8.457496,1.82,3.97,4347,0.492,580.119
Kepler-331 c,17.28111,1.84,4.04,4347,0.492,580.119
Kepler-331 d,32.134328,1.64,3.33,4347,0.492,580.119
Kepler-332 b,7.626324,1.17,1.71,4955,0.72,344.19
Kepler-332 c,15.995622,1.09,1.32,4955,0.72,344.19
Kepler-332 d,34.21154,1.18,1.76,4955,0.72,344.19
Kepler-333 b,12.551158,1.32,28.2,4259,0.534,324.413
Kepler-333 c,24.08821,1.11,1.41,4259,0.534,324.413
Kepler-334 b,5.470319,1.12,1.46,5828,1.068,426.59
Kepler-334 c,12.758005,1.43,2.63,5828,1.068,426.59
Kepler-334 d,25.09849,1.41,2.57,5828,1.068,426.59
Kepler-335 b,6.562331,3.39,11.4,5877,1.854,1278.97
Kepler-335 c,67.844469,3.07,9.64,5877,1.854,1278.97
Kepler-336 b,2.024823,1.02,1.04,5867,1.304,768.86
Kepler-336 c,9.600001,2.1,5.06,5867,1.304,768.86
Kepler-336 d,20.678772,2.37,6.21,5867,1.304,768.86
Kepler-337 b,3.292781,1.54,2.99,5684,1.761,677.975
Kepler-337 c,9.693201,2.05,4.86,5684,1.761,677.975
Kepler-338 b,13.726976,2.44,30.6,5923,1.735,552.798
Kepler-338 c,24.310856,2.34,6.08,5923,1.735,552.798
Kepler-338 d,44.431014,3,9.27,5923,1.735,552.798
Kepler-338 e,9.341,1.56,8.5,5999,1.735,552.798
Kepler-339 b,4.977656,1.42,2.6,5631,0.802,616.637
Kepler-339 c,6.988055,1.15,7.3,5631,0.802,616.637
Kepler-339 d,10.558345,1.17,14.7,5631,0.802,616.637
Kepler-34 b,288.822,8.564,69.92,5913,1.1618,1800.82
Kepler-340 b,14.844387,2.53,6.94,6620,1.85,808.762
Kepler-340 c,22.824669,3.37,11.3,6620,1.85,808.762
Kepler-341 b,5.195528,1.18,1.76,6012,1.024,1047.03
Kepler-341 c,8.01041,1.7,3.53,6012,1.024,1047.03
Kepler-341 d,27.666313,1.85,4.08,6012,1.024,1047.03
Kepler-341 e,42.473269,1.99,4.62,6012,1.024,1047.03
Kepler-342 b,15.170318,2.25,5.69,6175,1.472,781.611
Kepler-342 c,26.234138,1.96,4.5,6175,1.472,781.611
Kepler-342 d,39.459357,2.49,6.76,6175,1.472,781.611
Kepler-342 e,1.644224613,0.88,0.615,6366,1.34,781.611
Kepler-343 b,8.96855,2.41,6.39,5807,1.433,927.193
Kepler-343 c,23.22182,2.02,4.74,5807,1.433,927.193
Kepler-344 b,21.963945,2.61,7.32,5774,0.976,1002.94
Kepler-344 c,125.596809,2.95,9.01,5774,0.976,1002.94
Kepler-345 b,7.415563,0.74,0.48,4504,0.623,260
Kepler-345 c,9.387427,1.2,2.2,4504,0.623,260
Kepler-346 b,6.511127,2.66,7.56,6033,1.021,984.105
Kepler-346 c,23.851549,3.07,9.64,6033,1.021,984.105
Kepler-347 b,12.79836,1.97,4.54,6088,1.005,1298.88
Kepler-347 c,27.320871,1.75,3.71,6088,1.005,1298.88
Kepler-347 d,85.517344,3.04,9.48,5592,1.451,1298.88
Kepler-348 b,7.05677,1.52,2.92,6177,1.359,570.783
Kepler-348 c,17.265427,1.33,2.33,6177,1.359,570.783
Kepler-349 b,5.929778,1.9,94.5,5956,0.927,940.724
Kepler-349 c,12.247629,1.96,4.5,5956,0.927,940.724
Kepler-35 b,131.458,8.16,40.363,5606,1.0284,1819.17
Kepler-350 b,11.189562,1.85,16.9,6186,1.534,956.859
Kepler-350 c,17.849,3.1,6.1,6492.3,1.25,956.859
Kepler-350 d,26.136,2.8,14.9,6492.3,1.25,956.859
Kepler-351 b,37.054919,3.06,4.8,5643,0.854,1083.91
Kepler-351 c,57.24809,3.19,11.1,5643,0.854,1083.91
Kepler-351 d,142.544247,2.72,7.85,5225,0.78,1083.91
Kepler-352 b,10.05537,0.86,0.566,5212,0.781,252.733
Kepler-352 c,16.332995,1.24,2.07,5212,0.781,252.733
Kepler-352 d,6.887279987,0.80628032,0.449,5208,0.772,252.733
Kepler-353 b,5.795278,0.89,0.64,3903,0.504,384.694
Kepler-353 c,8.410894,1.38,2.48,3903,0.504,384.694
Kepler-354 b,5.47666,1.84,4.04,4648,0.674,554.064
Kepler-354 c,16.934402,1.31,2.27,4648,0.674,554.064
Kepler-354 d,24.209842,1.24,2.07,4648,0.674,554.064
Kepler-355 b,11.03189,1.46,2.73,6184,1.066,1432.17
Kepler-355 c,25.762294,2.71,7.8,6184,1.066,1432.17
Kepler-356 b,4.612696,1.57,3.09,6133,1.335,707.559
Kepler-356 c,13.121632,1.81,3.93,6133,1.335,707.559
Kepler-357 b,6.475434,1.84,4.04,5036,0.834,688.573
Kepler-357 c,16.85837,2.67,7.61,5036,0.834,688.573
Kepler-357 d,49.499875,3.43,11.6,5036,0.834,688.573
Kepler-358 b,34.060467,2.72,7.85,5908,0.954,1101.1
Kepler-358 c,83.488369,2.85,8.5,5908,0.954,1101.1
Kepler-359 b,25.563222,3.53,12.2,6248,1.086,1443.21
Kepler-359 c,57.68802,4.3,2.9,6248,1.086,1443.21
Kepler-359 d,77.095691,4.01,2.7,6248,1.086,1443.21
Kepler-36 b,13.86825,1.498,3.83,5979,1.634,527.956
Kepler-36 c,16.21865,3.679,7.13,5979,1.634,527.956
Kepler-360 b,3.289672,1.65,3.36,6053,1.058,876.044
Kepler-360 c,7.186434,2.1,5.06,6053,1.058,876.044
Kepler-361 b,8.486616,1.45,2.7,6169,1.343,930.32
Kepler-361 c,55.188023,2.52,6.9,6169,1.343,930.32
Kepler-362 b,10.327186,0.88,0.615,5788,0.722,1090.51
Kepler-362 c,37.866281,1.45,2.7,5788,0.722,1090.51
Kepler-363 b,3.614568,1.16,1.65,5593,1.485,762.596
Kepler-363 c,7.542427,1.69,66.4,5593,1.485,762.596
Kepler-363 d,11.932125,2.05,4.86,5593,1.485,762.596
Kepler-364 b,25.745718,1.55,3.02,6108,1.284,891.462
Kepler-364 c,59.980627,2.15,5.27,6108,1.284,891.462
Kepler-365 b,10.664903,2.04,4.82,6012,1.048,1038.99
Kepler-365 c,17.784129,1.64,3.33,6012,1.048,1038.99
Kepler-366 b,3.281959,1.46,2.73,6209,1.048,1856.28
Kepler-366 c,12.51616,1.79,3.86,6209,1.048,1856.28
Kepler-367 b,37.815724,1.3,2.24,4710,0.695,188.027
Kepler-367 c,53.578637,1.2,1.87,4710,0.695,188.027
Kepler-368 b,26.84768,3.26,10.7,5502,2.019,770.978
Kepler-368 c,72.379334,3.88,14.3,5502,2.019,770.978
Kepler-369 b,2.732756,1.13,1.51,3591,0.471,214
Kepler-369 c,14.871572,1.41,2.57,3591,0.471,214
Kepler-37 b,13.36702,0.3098,0.79,5357,0.789,63.9207
Kepler-37 c,21.301848,0.755,1.3,5357,0.789,63.9207
Kepler-37 d,39.7922622,2.03,2,5357,0.789,63.9207
Kepler-37 e,51.196,0.37,8.1,5288,0.772,63.9207
Kepler-370 b,4.57953,1.59,3.15,5852,0.9,1167.94
Kepler-370 c,19.02293,1.91,4.31,5852,0.9,1167.94
Kepler-371 b,34.763278,1.89,4.23,5666,0.992,813.192
Kepler-371 c,67.968015,1.78,3.82,5666,0.992,813.192
Kepler-372 b,6.849692,1.36,2.42,6509,1.137,1493.95
Kepler-372 c,20.053763,2.09,5.02,6509,1.137,1493.95
Kepler-372 d,30.092568,1.69,3.5,6509,1.137,1493.95
Kepler-373 b,5.535309,1.36,2.42,5787,0.845,1090.45
Kepler-373 c,16.725948,1.24,2.07,5787,0.845,1090.45
Kepler-374 b,1.897806,1.03,1.08,5977,0.911,1265.61
Kepler-374 c,3.282807,1.1,1.37,5977,0.911,1265.61
Kepler-374 d,5.028219,1.31,2.27,5977,0.911,1265.61
Kepler-375 b,12.125934,1.45,2.7,5826,0.837,1238.81
Kepler-375 c,19.986326,2.65,7.51,5826,0.837,1238.81
Kepler-376 b,4.920199,1.07,1.24,5900,1.175,923.067
Kepler-376 c,14.172327,1.79,3.86,5900,1.175,923.067
Kepler-377 b,12.509529,1.39,2.51,5949,1.224,823.804
Kepler-377 c,27.014976,2.06,4.9,5949,1.224,823.804
Kepler-378 b,16.092361,0.75,0.347,4661,0.671,152.094
Kepler-378 c,28.906009,0.7,0.271,4661,0.671,152.094
Kepler-379 b,20.09838,1.66,3.39,6054,1.306,731.274
Kepler-379 c,62.784697,2.29,5.86,6054,1.306,731.274
Kepler-38 b,105.599,4.3,122,5623,1.752,1174.59
Kepler-380 b,3.930821,1.19,1.81,6045,1.224,813.713
Kepler-380 c,7.630004,1.27,2.15,6045,1.224,813.713
Kepler-381 b,5.629021,0.99,0.937,6152,1.568,267.323
Kepler-381 c,13.391635,1.12,1.46,6152,1.568,267.323
Kepler-381 d,8.256299973,1.0667865,1.23,6197,2.188,267.323
Kepler-382 b,5.262155,1.32,2.3,5600,0.945,935.446
Kepler-382 c,12.162701,1.59,3.15,5600,0.945,935.446
Kepler-383 b,12.904532,1.32,2.3,4710,0.672,470
Kepler-383 c,31.200751,1.24,2.07,4710,0.672,470
Kepler-384 b,22.597053,1.12,1.46,5577,0.882,895.678
Kepler-384 c,45.348269,1.13,1.51,5577,0.882,895.678
Kepler-385 b,10.043686,2.73,12.8,6326,1.126,1432.61
Kepler-385 c,15.163161,3.04,13.2,6326,1.126,1432.61
Kepler-385 d,56.4159,2.6186448,7.36,5829,1.157,1432.61
Kepler-386 b,12.31043,1.39,2.51,5178,0.767,882.462
Kepler-386 c,25.193458,1.58,3.12,5178,0.767,882.462
Kepler-387 b,6.791636,1.03,1.08,5774,1.046,801.052
Kepler-387 c,11.837549,0.89,0.64,5774,1.046,801.052
Kepler-388 b,3.173315,0.81,0.457,4498,0.586,425
Kepler-388 c,13.297004,0.86,0.566,4498,0.586,425
Kepler-389 b,3.244107,1.51,2.89,5376,0.792,816.559
Kepler-389 c,14.51143,1.46,2.73,5376,0.792,816.559
Kepler-39 b,21.08721,13.9,6388.1,6350,1.4,1057.41
Kepler-390 b,6.738088,0.82,0.477,5166,0.776,435.277
Kepler-390 c,13.060022,0.79,0.418,5166,0.776,435.277
Kepler-391 b,7.4175,2.5,1100,5038,2.879,869.236
Kepler-391 c,20.501,2.88,450,5038,2.879,869.236
Kepler-392 b,5.341853,1,0.972,5938,1.129,681.428
Kepler-392 c,10.423118,1.1,1.37,5938,1.129,681.428
Kepler-393 b,9.182417,1.29,2.21,6189,1.382,881.404
Kepler-393 c,14.613612,1.33,2.33,6189,1.382,881.404
Kepler-394 b,8.005013,1.6,3.19,6402,1.132,1058.72
Kepler-394 c,12.130686,1.66,3.39,6402,1.132,1058.72
Kepler-394 d,5.613580227,1.50066814,2.86,6398,1.101,1058.72
Kepler-395 b,7.054346,1.03,1.08,4262,0.556,421.382
Kepler-395 c,34.989262,1.32,2.3,4262,0.556,421.382
Kepler-396 b,42.994,3.5,75.5,5656,1.06,223.757
Kepler-396 c,88.505,5.3,17.9,5656,1.06,223.757
Kepler-397 b,22.250949,2.46,6.62,5307,0.767,969
Kepler-397 c,135.498527,6.18,31.6,5307,0.767,969
Kepler-398 b,4.081423,0.93,0.749,4493,0.613,177.355
Kepler-398 c,11.419412,1.01,1.01,4493,0.613,177.355
Kepler-398 d,6.83437001,0.88,0.615,4557,0.67,177.355
Kepler-399 b,14.425281,0.96,0.84,5502,0.68,740.537
Kepler-399 c,26.67569,1.43,2.63,5502,0.68,740.537
Kepler-399 d,58.034616,1.89,4.23,5502,0.68,740.537
Kepler-4 b,3.21346,4.002,24.472,5857,1.487,487.916
Kepler-40 b,6.87349,13.11,699.2,6510,2.13,2305.01
Kepler-400 b,9.024389,1.65,3.36,5886,1.145,845.97
Kepler-400 c,17.340824,1.49,2.83,5886,1.145,845.97
Kepler-401 b,14.383035,1.71,3.57,6117,1.333,965.56
Kepler-401 c,47.318218,2.15,5.27,6117,1.333,965.56
Kepler-401 d,184.256405,2.27,5.77,6184,1.29,965.56
Kepler-402 b,4.028751,1.22,1.98,6090,1.264,625.339
Kepler-402 c,6.124821,1.56,3.05,6090,1.264,625.339
Kepler-402 d,8.921099,1.38,2.48,6090,1.264,625.339
Kepler-402 e,11.242861,1.46,2.73,6090,1.264,625.339
Kepler-403 b,7.031462,1.25,2.1,6090,1.329,840.269
Kepler-403 c,54.280749,1.75,3.71,6090,1.329,840.269
Kepler-403 d,13.61159129,1.42,2.6,6209,1.45,840.269
Kepler-404 b,11.829851,1.27,2.15,5654,0.884,812.524
Kepler-404 c,14.751166,1.72,3.61,5654,0.884,812.524
Kepler-405 b,10.613839,2.08,4.98,5818,0.893,1065.08
Kepler-405 c,29.726682,4.66,19.6,5818,0.893,1065.08
Kepler-406 b,2.42629,1.43,6.35,5538,1.07,364.03
Kepler-406 c,4.62332,0.85,2.71,5538,1.07,364.03
Kepler-407 b,0.6693124,1.19,1.93,5487,1.04,338.368
Kepler-407 c,3000,12.3,4000,5476,1.01,338.368
Kepler-408 b,2.46502,0.82,5,6104,1.23,88.7832
Kepler-409 b,68.9583216,1.199,6,5421,0.897,68.173
Kepler-41 b,1.8555582,14.46,177.98,5750,1.29,1093.08
Kepler-410 A b,17.833648,2.838,8.44,6273,1.352,147.527
Kepler-411 b,3.005156,2.401,25.6,4974,0.82,153.676
Kepler-411 c,7.834435,4.421,26.4,4974,0.82,153.676
Kepler-411 d,58.02035,3.319,15.2,4974,0.82,153.676
Kepler-411 e,31.509728,3.28,10.8,4974,0.82,153.676
Kepler-412 b,1.7208604,15.031269,299.07803,5750,1.287,1086.24
Kepler-413 b,66.262,4.347,67,4700,0.7761,847.536
Kepler-414 b,4.7,1.71,3.5,5536,0.946,413.46
Kepler-414 c,7.171,3.01,29.9,5536,0.946,413.46
Kepler-415 b,4.176,1.21,119.9,4362,0.643,530.487
Kepler-415 c,8.708,2.01,4.7,4362,0.643,530.487
Kepler-416 b,6.319,2.48,58.2,5718,1.075,690.819
Kepler-416 c,12.209,2.352,6.13,5718,1.075,690.819
Kepler-416 d,3.07644709,1.61,3.22,5670,1.022,690.819
Kepler-417 b,12.331,2.31,11,5177,0.806,973.989
Kepler-417 c,15.943,2.69,7.7,5177,0.806,973.989
Kepler-418 b,86.67856,13.45,349.6112477,5820,1.09,1002.53
Kepler-418 c,12.21829987,5.22108654,23.7,5822,1.081,1002.53
Kepler-419 b,69.7546,10.8,794.5,6430,1.74,1011.36
Kepler-419 c,675.47,12.6,2320.1,6430,1.74,1011.36
Kepler-42 b,1.2137672,0.78,0.705944,3068,0.17,40.0595
Kepler-42 c,0.45328509,0.73,60.337,3068,0.17,40.0595
Kepler-42 d,1.865169,0.57,0.357785,3068,0.17,40.0595
Kepler-421 b,704.1984,4.16,16.1,5308,0.757,348.558
Kepler-422 b,7.8914483,12.89,136.66,5972,1.24,722.795
Kepler-423 b,2.6843285,13.361,189.101,5560,0.95,758.753
Kepler-424 b,3.3118644,9.98,327.35,5460,0.94,698.646
Kepler-424 c,223.3,12.7,2215.18,5460,0.94,698.646
Kepler-425 b,3.79701816,10.962,79.45,5170,0.86,646.647
Kepler-426 b,3.21751883,12.22,108.06,5725,0.92,843.695
Kepler-427 b,10.290994,13.79,92.17,5800,1.35,1017.8
Kepler-428 b,3.52563254,12.11,403.63,5150,0.8,686.284
Kepler-43 b,3.0240949,13.663771,1026.5909,6041,1.42,1005.84
Kepler-430 b,35.968,3.25,10.6,5884,1.485,917.477
Kepler-430 c,110.979,1.75,3.71,5884,1.485,917.477
Kepler-431 b,6.803,0.764,0.37,6004,1.092,486.546
Kepler-431 c,8.703,0.668,0.229,6004,1.092,486.546
Kepler-431 d,11.922,1.11,1.41,6004,1.092,486.546
Kepler-432 b,52.501129,12.834305,1719.4603,4995,4.06,848.023
Kepler-432 c,406.2,13.3,772.3269,4995,4.06,848.023
Kepler-433 b,5.33408384,16.25,896.24,6360,2.26,1878.31
Kepler-434 b,12.8747099,12.67,908.96,5977,1.38,1222.54
Kepler-435 b,8.6001536,22.31,266.97,6161,3.21,1418.77
Kepler-436 b,64.00205,2.73,7.9,4651,0.697,588.867
Kepler-436 c,16.79713874,2.33,6.04,4685,0.71,588.867
Kepler-437 b,66.65062,2.14,5.22,4551,0.68,304
Kepler-438 b,35.23319,1.12,1.46,3748,0.52,195.9428718
Kepler-439 b,178.1396,2.24,5.65,5431,0.866,757.048
Kepler-44 b,3.2467293,12.22,317.82,5800,1.35,1188
Kepler-440 b,101.11141,1.86,4.12,4134,0.559,301.03
Kepler-441 b,207.2482,1.64,3.33,4340,0.55,268.003
Kepler-442 b,112.3053,1.34,2.36,4402,0.598,365.965
Kepler-443 b,177.6693,2.33,6.04,4723,0.706,802.271
Kepler-444 b,3.6001053,0.403,0.0374,5046,0.752,36.4396
Kepler-444 c,4.5458841,0.497,0.0793,5046,0.752,36.4396
Kepler-444 d,6.189392,0.53,0.2,5046,0.752,36.4396
Kepler-444 e,7.743493,0.546,0.1,5046,0.752,36.4396
Kepler-444 f,9.740486,0.741,0.332,5046,0.752,36.4396
Kepler-445 b,2.984151,1.58,3.12,3157,0.21,127.201
Kepler-445 c,4.871229,2.51,6.85,3157,0.21,127.201
Kepler-445 d,8.15275,1.25,2.1,3157,0.21,127.201
Kepler-446 b,1.565409,1.5,2.86,3359,0.24,96.339
Kepler-446 c,3.036179,1.11,1.41,3359,0.24,96.339
Kepler-446 d,5.148921,1.35,2.39,3359,0.24,96.339
Kepler-447 b,7.79430132,18.49,435.41,5493,1.05,268.041
Kepler-448 c,2500,12,6992.26,6635,1.4,399.398
Kepler-449 b,12.58242,2.056,4.88,5649.18,1.467,241.949
Kepler-449 c,33.6727,2.764,8.07,5649.18,1.467,241.949
Kepler-45 b,2.455239,10.76,160.497,3820,0.55,381.949
Kepler-450 b,28.454851,6.14,19.4,6197.21,1.64162,455.982
Kepler-450 c,15.413135,2.62,12.5,6197.21,1.64162,455.982
Kepler-450 d,7.51464,0.837,17.6,6197.21,1.64162,455.982
Kepler-451 c,1460,13.5,511.7037353,29564,0.203,396.332
Kepler-451 d,43,13.5,559.3779963,29564,0.203,396.332
Kepler-452 b,384.843,1.63,3.29,5757,1.11,551.727
Kepler-453 b,240.503,6.204,16,5527,0.833,442.846
Kepler-454 b,10.5737534,2.37,5.4,5687,1.066,230.869
Kepler-454 c,524.19,12.9,1433.406116,5687,1.066,230.869
Kepler-454 d,4073,13.3,734.1836202,5687,1.066,230.869
Kepler-457 d,10.6906004,2.98467257,9.19,6474,1.242,1072.3
Kepler-458 c,20.74028413,4.2,16.4,6117.21,2.21562,1594.74
Kepler-46 b,33.60134,9.057,1907,5155,0.938,777.06
Kepler-46 c,57.011,13.5,119.499,5155,0.938,777.06
Kepler-46 d,6.766589,1.64,3.33,5309,0.79,777.06
Kepler-460 c,220.1303357,5.52,26.1,6146,1.26,1274.01
Kepler-461 b,8.313783059,2.58,7.18,5634,0.91,692.158
Kepler-462 b,84.6866,3,53.9,7500,1.57,596.625
Kepler-462 c,207.62,4,6,7500,1.57,596.625
Kepler-463 b,8.981016833,3.05,9.53,5661,0.9,394.804
Kepler-464 b,7.256965224,3.3,10.9,5933,1.59,667.604
Kepler-465 b,9.940672466,2.95,9.01,6310,1.29,553.077
Kepler-466 b,51.07926307,2.85,8.5,5927,1.05,530.122
Kepler-466 c,3.709213846,1.25,2.1,5927,1.05,530.122
Kepler-467 b,24.99324193,2.25,5.69,5809,1.37,466.265
Kepler-468 b,38.47875707,13.34,,5498,0.87,442.871
Kepler-47 b,49.4643,3.05,2.07,5636,0.936,1025.02
Kepler-47 c,303.227,4.65,3.17,5636,0.936,1025.02
Kepler-47 d,187.366,7.04,19.02,5636,0.936,1025.02
Kepler-471 b,5.014234575,14.96,,6733,1.8,1249.41
Kepler-472 b,4.176255514,3.22,10.5,4996,0.78,306.602
Kepler-473 b,14.55731705,4.08,15.6,5816,1.34,905.937
Kepler-474 b,5.660672935,3.06,9.59,5785,1.08,841.496
Kepler-475 b,3.105508189,2.49,6.76,5009,0.79,280.069
Kepler-476 b,14.00640607,3.08,9.69,5837,1.09,813.535
Kepler-477 b,11.11990653,2.07,4.94,5240,0.79,367
Kepler-478 b,13.2217576,2.71,7.8,5210,0.8,420
Kepler-479 b,12.49341307,2.12,5.14,5247,0.81,344.901
Kepler-48 b,4.778,1.88,3.94,5194,0.89,306.738
Kepler-48 c,9.67395,2.71,14.61,5194,0.89,306.738
Kepler-48 d,42.8961,2.04,7.93,5194,0.89,306.738
Kepler-48 e,982,13.4,657,5194,0.89,306.738
Kepler-48 f,5219.681854,13.8,298.5809968,5190,0.836,306.738
Kepler-480 b,4.919583795,2.78,8.15,6322,1.34,847.508
Kepler-481 b,10.06082567,2.5,6.8,5802,1.09,813.724
Kepler-482 b,56.35418576,2.36,6.17,4871,0.72,313.068
Kepler-483 b,30.229104,3.21,10.4,6346,1.47,860.355
Kepler-484 b,10.04556931,2.28,5.82,5668,0.87,382.136
Kepler-485 b,3.243259796,14.41,,5958,1.09,1140.95
Kepler-487 b,15.3587684,11.42,,5444,0.88,872.343
Kepler-487 c,38.6519976,2.68,7.65,5444,0.88,872.343
Kepler-487 d,2.418390036,2.77513568,8.12,5422,0.887,872.343
Kepler-489 b,17.27629612,7.72,46.1,5014,0.76,369.645
Kepler-49 b,7.2,2.579,9.77,4095.6,0.618,311.222
Kepler-49 c,10.91,2.444,8.38,4095.6,0.618,311.222
Kepler-49 d,2.576549,1.6,235.982,4252,0.559,311.222
Kepler-49 e,18.596108,1.56,1.03815,4252,0.559,311.222
Kepler-490 b,3.268695154,11.65,,6045,1.12,1523
Kepler-491 b,4.225384512,8.92,59,5582,1.03,630.785
Kepler-493 b,3.003876581,15.13,,6457,1.54,1745.77
Kepler-495 b,3.413036221,5.23,23.8,5346,0.83,658.924
Kepler-495 c,5.896609783,1.21936414,1.98,5392,1.087,658.924
Kepler-496 b,8.30864937,2.32,5.99,5293,0.82,605.274
Kepler-497 b,3.573203671,6.04,30.4,5834,1.11,1291.98
Kepler-498 b,9.61375356,3.03,9.43,5744,0.96,938.844
Kepler-499 b,5.632528453,2.17,5.35,5312,0.83,556.726
Kepler-5 b,3.5484657,15.984034,670.93913,6297,1.793,899.777
Kepler-50 b,7.81254,1.71,8.9,6225,1.58,250.11
Kepler-50 c,9.37647,2.17,8.2,6225,1.58,250.11
Kepler-500 b,8.508324398,2.58,7.18,5813,1.03,807.48
Kepler-501 b,5.640677572,4.3,17.1,5904,1.04,1125.24
Kepler-501 c,3.622760057,1.68119739,3.47,5794,1.216,1125.24
Kepler-502 b,4.28686431,4.77,20.4,6125,1.22,1591.04
Kepler-504 b,9.549275422,1.59,3.15,3519,0.33,99.0688
Kepler-505 b,27.52197994,2.6,7.27,3931,0.53,283.41
Kepler-506 b,6.8834055,2.73,7.9,6236,1.19,228.439
Kepler-507 b,3.568096926,1.3,5.69692195,6113,1.32,391.644
Kepler-508 b,25.30889748,1.64,3.33,6025,1.25,324.618
Kepler-509 b,41.74600392,2.49,6.76,6060,1.2,332.443
Kepler-51 b,45.154,7.1,2.1,6018,0.94,783.831
Kepler-51 c,85.312,9,4,6018,0.94,783.831
Kepler-51 d,130.194,9.7,7.6,6018,0.94,783.831
Kepler-51 e,264.284,2.18,5.4,5674,0.87,783.831
Kepler-510 b,19.55659418,2.47,6.66,5746,1.41,386.177
Kepler-511 b,296.637865,6.35,33.1,5770,1.2,651.999
Kepler-511 c,26.62949944,4.20964327,16.5,5866,1.417,651.999
Kepler-512 b,34.43587975,2.69,7.7,5997,1.3,467.375
Kepler-513 b,28.86235584,2.2,5.48,5849,1.06,468.258
Kepler-514 b,5.65179605,1.72,3.61,6106,1.44,455.336
Kepler-515 b,19.96371318,1.46,2.73,5293,0.83,255
Kepler-516 b,24.85462415,5.74,27.9,7099,2.02,687.094
Kepler-517 b,60.92832271,2.67,7.61,5690,0.98,289.907
Kepler-518 b,8.512035877,2.11,5.1,5842,0.88,337.901
Kepler-519 b,24.3078946,2.1,5.06,5260,0.8,246.61
Kepler-52 b,7.8773565,2.1,135,4075,0.52,321.542
Kepler-52 c,16.3850021,1.84,45.4,4075,0.52,321.542
Kepler-52 d,36.445171,1.95,88.8775,4263,0.556,321.542
Kepler-520 b,19.67416124,1.66,3.39,6112,1.09,623.901
Kepler-520 c,5.21104261,1.07,1.24,6112,1.09,623.901
Kepler-521 b,22.20813214,3.18,10.2,6406,1.46,830.638
Kepler-522 b,38.58422849,6.91,38.2,6392,1.98,639.239
Kepler-523 b,5.835983111,1.96,4.5,5515,0.86,253.295
Kepler-524 b,7.97419807,1.91,4.31,6014,1.1,1058.24
Kepler-524 c,1.88897906,0.96,0.84,6014,1.1,1058.24
Kepler-525 b,18.68404933,2.63,7.41,5573,1.15,992.852
Kepler-526 b,5.458498316,1.99,4.62,5894,1.14,666.146
Kepler-527 b,13.28535633,2.84,8.45,6388,1.45,750.04
Kepler-528 b,19.78297415,2.08,4.98,5807,1.06,784.23
Kepler-529 b,1.980357663,1.86,4.12,6087,1.14,799.008
Kepler-529 c,12.8345022,2,4.66,6087,1.14,799.008
Kepler-529 d,35.86619949,2.79502603,8.22,6078,1.189,799.008
Kepler-53 b,18.6489525,2.89,111,5858,0.89,1366.07
Kepler-53 c,38.5583038,3.17,36,5858,0.89,1366.07
Kepler-53 d,9.751962,2.12,37.1907,6085,0.958,1366.07
Kepler-530 b,39.30941904,3.01,9.32,5697,0.89,457.709
Kepler-531 b,29.88485741,2.78,8.15,4893,0.75,252.762
Kepler-532 b,12.92491623,2.57,7.13,5192,0.79,312.798
Kepler-533 b,28.51120525,3.38,11.4,4758,0.72,302.955
Kepler-534 b,15.95994513,2.24,5.65,5884,0.98,570.659
Kepler-534 c,7.378689766,1.227,2.02,5936,0.965,570.659
Kepler-535 b,4.903321551,2.36,6.17,6123,1.27,685.599
Kepler-536 b,1.827082299,3.1,9.8,5524,0.89,462.322
Kepler-537 b,3.247555219,1.41,2.57,5763,0.99,439.4
Kepler-538 b,81.73778,2.215,12.9,5534,0.8717,155.956
Kepler-539 b,125.63243,8.373123,308.2951,5820,0.952,307.318
